Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Efficiency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
427,390,52,190,Cedar-2,"PowerEdge C6320/C6420, Xeon E5-2683 v4 16C 2.1GHz/Xeon Platinum 8160, Intel Omni-Path",Simon Fraser University/Compute Canada,Dell EMC,Canada,2018,Academic,"55,296",,"1,632.96","3,715.89","4,030,464",,,601.00,Submitted,2.72,Cluster,Xeon E5-2683 v4 16C 2.1GHz,Intel Broadwell,"2,100",CentOS,Linux,None,16,Intel Xeon E5 (Broadwell),PowerEdge C6320,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,North America,"50,722",179600
428,391,52,191,,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,"32,144","26,240","1,630.13","2,637.71","1,774,464",,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,774",179497
429,,56,429,Bell,"PowerEdge C6525, AMD EPYC 7662 64C 2GHz, Mellanox InfiniBand HDR100",Purdue University,Dell EMC,United States,2020,Academic,"59,520",,"1,623.70","1,904.64","3,532,704","1,999,872",,314.60,Submitted,5.16,Cluster,AMD EPYC 7662 64C 2GHz,AMD Zen-2 (Rome),"2,000",CentOS,Linux,None,64,AMD Rome,PowerEdge C6525,Dell PowerEdge Cluster,Infiniband,Mellanox InfiniBand HDR100,North America,"48,657",179879
430,394,52,192,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"37,600",,"1,608.22","3,008.00","4,248,384",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179476
431,395,54,347,Ogbon Cimatec/Petrobras,"Bull Sequana X1000, Xeon Gold 6240 18C 2.6GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",SENAI CIMATEC,Atos,Brazil,2019,Research,"27,768","24,960","1,605.00","2,323.28","1,142,592",,6.98,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,"2,600",bullx SCS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold 62xx (Cascade Lake),BullSequana X1000,BullSequana,Infiniband,Mellanox InfiniBand EDR,South America,"50,537",179703
432,396,51,266,Internet Company T X2,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"86,800",,"1,603.23","3,333.12","6,299,136",,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179359
433,397,50,83,HOKUSAI BigWaterfall,"PRIMERGY CX2550 M4, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR","Information Systems Division, RIKEN",Fujitsu,Japan,2017,Research,"33,600",,"1,601.00","2,580.48","2,741,752",,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,PRIMERGY CX2550 M4,Fujitsu PRIMERGY,Infiniband,Infiniband EDR,Asia,"50,734",179172
434,398,52,195,U3,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,"31,360","25,600","1,593.03","2,573.38","1,752,768",,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,774",179547
435,399,53,262,,"Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet",Internet Company,Sugon,China,2019,Industry,"48,000",,"1,590.00","3,225.60","4,307,000",,,530.00,Submitted,3.00,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,None,16,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,743",179669
436,400,42,18,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",IBM Development Engineering,IBM,United States,2013,Vendor,"62,944",,"1,587.00","1,931.63",,,,"3,575.63",Submitted,0.44,MPP,POWER7 8C 3.84GHz,Power,"3,836",Linux,Linux,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,"50,515",178322
437,401,53,264,Cygnus,"NEC LX Cluster, Xeon Gold 6126 12C 2.6GHz, NVIDIA Tesla V100, InfiniBand HDR100","Center for Computational Sciences, University of Tsukuba",NEC,Japan,2019,Academic,"27,520","25,600","1,582.00","2,399.74","1,171,968",,,,,,Cluster,Xeon Gold 6126 12C 2.6GHz,Intel Skylake,"2,600",CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,NEC LX Cluster,NEC Cluster,Infiniband,InfiniBand HDR 100,Asia,"47,529",179688
438,402,52,197,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"36,800",,"1,579.98","2,944.00","4,202,880",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179477
439,403,53,266,,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2019,Industry,"88,800",,"1,569.00","6,535.68","5,524,000",,,"1,150.00",Submitted,1.36,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,743",179675
440,404,52,198,SGSystem,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",State Grid Corp,Sugon,China,2018,Industry,"92,000",,"1,562.00","3,238.40","7,167,000",,,960.00,Submitted,1.63,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,"2,200",CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,610",179545
441,405,54,357,,"Inspur TS10000, Xeon Platinum 8160 24C 2.1GHz, NVIDIA Tesla V100, 10G Ethernet",Service Provider T,Inspur,China,2018,Industry,"34,400","32,000","1,560.00","2,987.52","1,172,000",,,,,,Cluster,Xeon Platinum 8160 24C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179769
442,406,54,358,,"Inspur TS10000, Xeon Platinum 8160 24C 2.1GHz, NVIDIA Tesla V100, 10G Ethernet",Service Provider T,Inspur,China,2018,Industry,"34,400","32,000","1,560.00","2,987.52","1,172,000",,,,,,Cluster,Xeon Platinum 8160 24C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179771
443,407,54,359,,"Inspur TS10000, Xeon Platinum 8160 24C 2.1GHz, NVIDIA Tesla V100, 10G Ethernet",Service Provider T,Inspur,China,2018,Industry,"34,400","32,000","1,560.00","2,987.52","1,172,000",,,,,,Cluster,Xeon Platinum 8160 24C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179772
444,408,52,199,U2,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,"30,576","24,960","1,558.40","2,509.04","1,730,688",,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,774",179548
445,409,52,200,,"ThinkSystem HR650X, Xeon Gold 6148 20C 2.4GHz, 10G Ethernet",Internet Company S,Lenovo,China,2018,Industry,"38,880",,"1,555.97","2,985.98","4,320,000",,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,773",179489
446,410,52,201,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"36,000",,"1,552.44","2,880.00","4,156,992",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179478
447,411,51,293,Internet Company T Z1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,"84,000",,"1,551.51","3,225.60","6,196,800",,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179358
448,412,51,267,Internet Company T X1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"82,880",,"1,537.19","3,182.59","6,155,328",,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179360
449,413,48,67,LANL CTS-1 Grizzly,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Los Alamos National Laboratory,Penguin Computing,United States,2016,Research,"53,352",,"1,524.72","1,792.63","4,268,160",,,603.40,Submitted,2.53,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,"2,100",Linux/TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,"48,276",178972
450,414,52,206,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"35,200",,"1,521.94","2,816.00","4,110,528",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179479
451,415,52,207,U1,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,"29,792","24,320","1,520.97","2,444.71","1,708,416",,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,774",179549
452,416,54,368,,"Inspur TS10000, Xeon Platinum 8160 24C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet",Service Provider T,Inspur,China,2018,Industry,"34,400","32,000","1,511.00","2,987.52","1,172,000",,,,,,Cluster,Xeon Platinum 8160 24C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,"50,329",179770
453,417,52,208,TaiYi GPU,"ThinkSystem SD530, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Southern University of Science and Technology,Lenovo,China,2018,Academic,"29,400","24,000","1,498.32","2,412.54","1,697,088",,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,793",179571
454,418,52,209,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"34,400",,"1,492.78","2,752.00","4,063,488",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179480
455,419,51,382,Internet Company T AA1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"79,520",,"1,477.92","3,053.57","6,029,184",,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179357
456,,56,456,Jade2,"Nvidia DGX1-MaxQ, Xeon E5-2698v4 20C 2.2GHz, NVIDIA Tesla V100 SXM2, Mellanox HDR Infiniband",University of Oxford,Atos,United Kingdom,2020,Academic,"42,840","40,320","1,473.00","3,931.20","1,448,448",,,113.00,Submitted,13.04,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,"2,200",Linux,Linux,NVIDIA Tesla V100 SXM2,20,Intel Xeon E5 (Broadwell),Nvidia DGX1-MaxQ,Nvidia DGX1-MaxQ,Infiniband,Mellanox HDR Infiniband,Europe,"50,702",179867
457,420,51,137,,"Inspur TS10000, Xeon Silver 4114 10C 2.2GHz, NVIDIA Tesla V100, Infiniband FDR",Internet Service A,Inspur,China,2017,Industry,"33,000","32,000","1,471.00","3,000.00","829,000",,,,,,Cluster,Xeon Silver 4114 10C 2.2GHz,Intel Skylake,"2,200",CentOS,Linux,NVIDIA Tesla V100,10,Xeon Silver,Inspur TS10000,Inspur Cluster,Infiniband,Infiniband FDR,Asia,"50,596",179406
458,421,54,373,Satori,"IBM Power System AC922, IBM POWER9 20C 2.4GHz, Infiniband EDR, NVIDIA Tesla V100 SXM2","MIT/MGHPCC Holyoke, MA",IBM,United States,2019,Academic,"23,040","20,480","1,464.00","1,739.78","2,582,016",,30.69,94.00,Submitted,15.57,Cluster,IBM POWER9 20C 2.4GHz,Power,"2,400",RHEL 7.6,Linux,NVIDIA Tesla V100 SXM2,20,IBM POWER9,IBM Power System AC922,IBM Power Systems,Infiniband,Infiniband EDR,North America,"50,822",179780
459,422,52,213,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"33,600",,"1,462.27","2,688.00","4,016,064",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179481
460,423,45,40,Salomon,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Intel Xeon Phi 7120P","IT4Innovations National Supercomputing Center, VSB-Technical University of Ostrava",HPE,Czechia,2015,Academic,"76,896","52,704","1,457.73","2,011.64","2,838,528",,,"4,806.00",Submitted,0.30,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,"2,500",CentOS,Linux,Intel Xeon Phi 7120P,12,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Europe,"50,561",178525
461,424,52,215,,"ThinkSystem SD530, Xeon Gold 6140 18C 2.3GHz, Infiniband EDR, NVIDIA Tesla V100",Government,Lenovo,China,2018,Government,"28,224","23,040","1,443.56","2,316.04","1,662,720",,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,774",179490
462,425,52,216,N1,"ThinkSystem SD530, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,"28,224","23,040","1,443.56","2,316.04","1,662,720",,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,774",179583
463,426,52,217,,"Huawei G5500, Xeon E5-2680v4 14C 2.4GHz, NVIDIA Tesla P100, 100G Ethernet",Chinese Bank A,Huawei,China,2018,Others,"26,180","24,640","1,432.90","2,153.54","1,186,560",,,159.94,Submitted,8.96,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",Linux,Linux,NVIDIA Tesla P100,14,Intel Xeon E5 (Broadwell),Huawei G5500,Huawei Cluster,Gigabit Ethernet,100G Ethernet,Asia,"50,794",179573
464,427,53,286,HSystem19,"Sugon TC6000, Xeon Silver 4114 10C 2.2GHz, 25G Ethernet",Internet Company,Sugon,China,2019,Industry,"82,000",,"1,432.00","5,772.80","5,754,000",,,"1,310.00",Submitted,1.09,Cluster,Xeon Silver 4114 10C 2.2GHz,Intel Skylake,"2,200",CentOS,Linux,None,10,Xeon Silver,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,707",179664
465,428,52,218,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"32,800",,"1,432.00","2,624.00","3,967,872",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179482
466,429,39,13,Blue Joule,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Science and Technology Facilities Council - Daresbury Laboratory,IBM,United Kingdom,2012,Research,"131,072",,"1,431.10","1,677.72",,,,657.00,Submitted,2.18,MPP,Power BQC 16C 1.6GHz,PowerPC,"1,600",Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Europe,"47,670",177723
467,430,52,220,Pre Earth Simulatorv2,"Sugon Si-Cube, Xeon E5-2680v3 12C 2.5GHz, 56Gb 3D-Torus","Institute of Atmospheric Physics, Chinese Academy of Sciences",Sugon,China,2018,Research,"48,000",,"1,428.00","1,920.00","5,076,000",,,600.00,Submitted,2.38,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,"2,500",CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Sugon Si-Cube,Sugon Cluster,Infiniband,56Gb 3D-Torus,Asia,"50,740",179528
468,431,52,221,XJSCSystem,"Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, NVIDIA Tesla P100, Infiniband FDR",Xinjiang SC Center,Sugon,China,2018,Government,"30,240","26,880","1,418.00","2,413.82","936,000",,,240.00,Submitted,5.91,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",CentOS,Linux,NVIDIA Tesla P100,14,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Infiniband,Infiniband FDR,Asia,"50,790",179557
469,432,52,222,HKVSSystem,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,"82,800",,"1,417.00","2,914.56","6,799,000",,,850.00,Submitted,1.67,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,"2,200",CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,707",179533
470,433,52,223,BtACC,"Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, Infiniband FDR",Baotou Advanced Computing Center,Sugon,China,2018,Government,"52,080",,"1,416.00","1,999.87","4,895,000",,,560.00,Submitted,2.53,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",CentOS,Linux,None,14,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Infiniband,Infiniband FDR,Asia,"50,781",179530
471,434,40,69,Spirit,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Air Force Research Laboratory,HPE,United States,2012,Government,"73,584",,"1,415.47","1,530.55","3,128,832",,,"1,606.00",Submitted,0.88,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,"2,600",Redhat Enterprise Linux 6,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,"49,284",177935
472,435,54,387,,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service K,Inspur,China,2018,Others,"46,080","38,400","1,412.00","3,907.58","1,284,000",,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,779",179796
473,436,54,388,,"Inspur NF5588M4, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service A,Inspur,China,2018,Industry,"33,600","32,000","1,411.00","2,890.24","1,172,000",,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,"2,500",CentOS,Linux,NVIDIA Tesla V100,16,Intel Xeon E5 (Broadwell),Inspur NF5588M4,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,596",179739
474,437,51,466,,"Inspur TS10000 HPC Server, Xeon Gold 6226 12C 2.7GHz, Infiniband HDR, NVIDIA Tesla V100",Central China Normal University,Inspur,China,2018,Research,"25,232","24,320","1,411.00","2,226.56","1,022,000",,,130.00,Submitted,10.85,Cluster,Intel Xeon Gold 6226 12C 2.7GHz,Intel Cascade lake,"2,700",Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold 62xx (Cascade Lake),Inspur TS10000 HPC Server,Inspur Cluster,Infiniband,Infiniband HDR,Asia,"50,763",179399
475,438,53,294,Bsystem,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2019,Industry,"78,720",,"1,407.00","5,793.79","5,201,000",,,"1,050.00",Submitted,1.34,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,743",179674
476,439,52,225,TSystem,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,"78,000",,"1,405.00","5,740.80","6,024,000",,,800.00,Submitted,1.76,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,743",179537
477,440,41,116,Palmetto2,"HP SL250s /Lenovo NX360M5, Dell C4130, XL190r/R740 , Xeon 6148G/2665 8C 2.4G/2670v2, FDR, K20m/K40/K20/P100/V100",Clemson University,HPE,United States,2013,Academic,"44,016","34,452","1,405.00","3,553.18","1,553,664",,,,,,Cluster,Xeon E5-2665 8C 2.4GHz,Intel SandyBridge,"2,400",Linux,Linux,NVIDIA Tesla K20m,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,"50,100",178083
478,441,52,226,GSACC,"Sugon TC6000, Xeon Gold 6132 14C 2.6GHz, 100Gb 6D-Torus",GanSu Advanced Computing Center,Sugon,China,2018,Government,"28,000",,"1,405.00","2,329.60","3,590,000",,,350.00,Submitted,4.01,Cluster,Xeon Gold 6132 14C 2.6GHz,Intel Skylake,"2,600",CentOS,Linux,None,14,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,100Gb 6D-Torus,Asia,"50,780",179529
479,442,53,297,SWARM,"C4130/1028GQ, Xeon E5-2640v4 10C 2.4GHz, Intel Omni-Path 100G, NVIDIA Tesla V100 SXM2",Wuhan University,SuperMicro/DellEMC,China,2019,Academic,"32,640","30,720","1,403.00","3,068.93","878,864",,,,,,Cluster,Xeon E5-2640v4 10C 2.4GHz,Intel Broadwell,"2,400",CentOS,Linux,NVIDIA Tesla V100 SXM2,10,Intel Xeon E5 (Broadwell),C4130/1028GQ,WHU GPU Cluster,Omnipath,Intel Omni-Path 100G,Asia,"49,771",179684
480,443,52,227,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"32,000",,"1,400.88","2,560.00","3,919,104",,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179483
481,444,50,92,MN-1,"SuperServer 4028GR-TR2, Xeon E5-2667v4 8C 3.2GHz, Infiniband FDR, NVIDIA Tesla P100",NTT Communications Tokyo No.4 Data Center,NTT Comm. / NTT PC Comm.,Japan,2017,Industry,"59,392","57,344","1,391.00","4,917.66","1,228,800",,,,,,Cluster,Xeon E5-2667v4 8C 3.2GHz,Intel Broadwell,"3,200",Ubuntu Linux,Linux,NVIDIA Tesla P100,8,Intel Xeon E5 (Broadwell),SuperServer 4028GR-TR2,Supermicro SuperServer,Infiniband,Infiniband FDR,Asia,"50,737",179178
482,445,53,300,,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet",Telecommunication Company,Inspur,China,2019,Industry,"34,000","32,000","1,389.00","2,953.60","1,172,000",,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",CentOS,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,"50,119",179611
483,446,52,229,GCloud,"Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",MCloud Company,Sugon,China,2018,Industry,"30,624","28,160","1,389.00","2,459.00","829,000",,,176.00,Submitted,7.89,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",CentOS,Linux,NVIDIA Tesla V100,14,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,788",179554
